Order in the DSM-5,DSM-5 Chapter,DSM-5 Disorder,Constituent symptom (wording from DSM-5),Unique symptom number (index for duplicate symptoms; sort by this column to see the groups of symptoms that have been coded as redundant),"Specifier ( 0 = primary diagnosis, 1 = specifier)","Repeats at all (0 = no, 1 = yes)","Repeats within a chapter (0=no, 1=yes)",Number of diagnoses symptom appears in (count),"Repeats between chapters (0=no, 1=yes)",Number of chapters symptom appears in (count)
564,Ch8 - Dissociative Disorders,Dissociative Identity Disorder,Alterations in sensory-motor functioning,557,0,1,1,4,1,2
565,Ch8 - Dissociative Disorders,Dissociative Identity Disorder,Recurrent gaps in the recall of everyday events,607,0,0,0,1,0,1
566,Ch8 - Dissociative Disorders,Dissociative Identity Disorder,Recurrent gaps in the recall of personal information,552,0,0,0,1,0,1
567,Ch8 - Dissociative Disorders,Dissociative Identity Disorder,Recurrent gaps in the recall of traumatic events,573,0,1,1,4,1,2
568,Ch8 - Dissociative Disorders,Dissociative Amnesia,"An inability to recall important autobiographical information, usually of a traumatic or stressful nature",573,0,1,1,4,1,2
569,Ch8 - Dissociative Disorders,Dissociative Amnesia - With dissociative fugue,Apparently purposeful travel or bewildered wandering,114,1,1,0,2,1,2
570,Ch8 - Dissociative Disorders,Depersonalization/Derealization Disorder,"Depersonalization: Experiences of unreality with respect to surroundings (eg, perceptual alterations, distorted sense of time, individuals or objects are experienced as unreal, dreamlike, foggy, lifeless, or visually distorted)",591,0,1,1,6,1,4
571,Ch8 - Dissociative Disorders,Depersonalization/Derealization Disorder,"Derealization: Experiences of detachment (eg, unreal or absent self,) - being an outside observer with respect to one’s thoughts, feelings, sensations, body, or actions (eg, emotional and/or physical numbing), or experiences of detachment with respect to surroundings ",351,0,1,1,6,1,5
572,Ch8 - Dissociative Disorders,Other Specified Dissociative Disorder - Acute dissociative reactions to stressful events,Constriction of consciousness,608,1,0,0,1,0,1
573,Ch8 - Dissociative Disorders,Other Specified Dissociative Disorder - Acute dissociative reactions to stressful events,Depersonalization,351,1,1,1,6,1,5
574,Ch8 - Dissociative Disorders,Other Specified Dissociative Disorder - Acute dissociative reactions to stressful events,Derealization,591,1,1,1,6,1,4
575,Ch8 - Dissociative Disorders,Other Specified Dissociative Disorder - Acute dissociative reactions to stressful events,Time slowing,190,1,1,0,2,1,2
576,Ch8 - Dissociative Disorders,Other Specified Dissociative Disorder - Acute dissociative reactions to stressful events,Macropsia,515,1,1,0,2,1,2
577,Ch8 - Dissociative Disorders,Other Specified Dissociative Disorder - Acute dissociative reactions to stressful events,Micro-amnesias,561,1,0,0,1,0,1
578,Ch8 - Dissociative Disorders,Other Specified Dissociative Disorder - Acute dissociative reactions to stressful events,Transient stupor,64,1,1,1,9,1,7
579,Ch8 - Dissociative Disorders,Other Specified Dissociative Disorder - Acute dissociative reactions to stressful events,"Alterations in sensory-motor functioning (eg, analgesia, paralysis)",557,1,1,1,4,1,2
580,Ch8 - Dissociative Disorders,Other Specified Dissociative Disorder - Dissociative trance,Acute narrowing or complete loss of awareness of immediate surroundings that manifests as profound unresponsiveness or insensitivity to environmental stimuli,668,1,1,1,3,1,2
581,Ch8 - Dissociative Disorders,Other Specified Dissociative Disorder - Dissociative trance,"Minor stereotyped behaviors (eg, finger movements) of which the individual is unaware and/or that he or she cannot control",40,1,1,1,9,1,7
582,Ch8 - Dissociative Disorders,Other Specified Dissociative Disorder - Dissociative trance,Transient paralysis,388,1,1,0,2,1,2
583,Ch8 - Dissociative Disorders,Other Specified Dissociative Disorder - Dissociative trance,Loss of consciousness ,647,1,0,0,1,0,1
584,Ch9 - Somatic Symptom and Related Disorders,Somatic Symptom Disorder,Somatic symptom example from text: Abdominal pain,346,0,1,0,3,1,3
585,Ch9 - Somatic Symptom and Related Disorders,Somatic Symptom Disorder,Somatic symptom example from text: Headache,460,0,1,1,3,1,2
586,Ch9 - Somatic Symptom and Related Disorders,Somatic Symptom Disorder,Somatic symptom example from text: Fatigue,662,0,1,1,12,1,6
587,Ch9 - Somatic Symptom and Related Disorders,Somatic Symptom Disorder,Somatic symptom example from text: Nausea,345,0,1,1,7,1,3
588,Ch9 - Somatic Symptom and Related Disorders,Somatic Symptom Disorder,Disproportionate and persistent thoughts about the seriousness of one’s symptoms,384,0,0,0,1,0,1
589,Ch9 - Somatic Symptom and Related Disorders,Somatic Symptom Disorder,Persistently high level of anxiety about health or symptoms,385,0,1,1,2,0,1
590,Ch9 - Somatic Symptom and Related Disorders,Somatic Symptom Disorder,Excessive time and energy devoted to these symptoms or health concerns,115,0,0,0,1,0,1
591,Ch9 - Somatic Symptom and Related Disorders,Somatic Symptom Disorder - With predominant pain,Somatic symptoms predominantly involve pain,207,1,0,0,1,0,1
592,Ch9 - Somatic Symptom and Related Disorders,Illness Anxiety Disorder,Preoccupation with having or acquiring a serious illness,116,0,0,0,1,0,1
593,Ch9 - Somatic Symptom and Related Disorders,Illness Anxiety Disorder,"Anxiety about health, and the individual is easily alarmed about personal health status",385,0,1,1,2,0,1
594,Ch9 - Somatic Symptom and Related Disorders,Illness Anxiety Disorder,"Excessive health-related behaviors performed by the individual (eg, repeatedly checks his or her body for signs of illness)",386,0,0,0,1,0,1
595,Ch9 - Somatic Symptom and Related Disorders,Illness Anxiety Disorder,"Maladaptive avoidance (eg, avoids doctor appointments and hospitals)",587,0,0,0,1,0,1
596,Ch9 - Somatic Symptom and Related Disorders,Illness Anxiety Disorder - Care-seeking type,"Medical care, including physician visits or undergoing tests and procedures, is frequently used",117,1,0,0,1,0,1
597,Ch9 - Somatic Symptom and Related Disorders,Conversion Disorder (Functional Neurological Symptom Disorder),Symptoms of altered voluntary motor or sensory function ,557,0,1,1,4,1,2
598,Ch9 - Somatic Symptom and Related Disorders,Conversion Disorder (Functional Neurological Symptom Disorder) - With weakness or paralysis,Weakness,387,1,1,1,3,1,2
599,Ch9 - Somatic Symptom and Related Disorders,Conversion Disorder (Functional Neurological Symptom Disorder) - With weakness or paralysis,Paralysis,388,1,1,0,2,1,2
600,Ch9 - Somatic Symptom and Related Disorders,Conversion Disorder (Functional Neurological Symptom Disorder) - With abnormal movement,Tremor,389,1,1,1,8,1,4
601,Ch9 - Somatic Symptom and Related Disorders,Conversion Disorder (Functional Neurological Symptom Disorder) - With abnormal movement,Dystonic movement,609,1,1,0,2,1,2
602,Ch9 - Somatic Symptom and Related Disorders,Conversion Disorder (Functional Neurological Symptom Disorder) - With abnormal movement,Myoclonus,559,1,1,0,2,1,2
603,Ch9 - Somatic Symptom and Related Disorders,Conversion Disorder (Functional Neurological Symptom Disorder) - With abnormal movement,Gait disorder,560,1,1,1,4,1,2
604,Ch9 - Somatic Symptom and Related Disorders,Conversion Disorder (Functional Neurological Symptom Disorder) - With speech symptoms,Dysphonia,390,1,0,0,1,0,1
605,Ch9 - Somatic Symptom and Related Disorders,Conversion Disorder (Functional Neurological Symptom Disorder) - With speech symptoms,Slurred speech,391,1,1,1,6,1,2
606,Ch9 - Somatic Symptom and Related Disorders,Conversion Disorder (Functional Neurological Symptom Disorder) - With attacks or seizures,Attacks or seizures,392,1,1,1,5,1,2
607,Ch9 - Somatic Symptom and Related Disorders,Conversion Disorder (Functional Neurological Symptom Disorder) - With anesthesia or sensory loss,Anesthesia or sensory loss,557,1,1,1,4,1,2
608,Ch9 - Somatic Symptom and Related Disorders,Conversion Disorder (Functional Neurological Symptom Disorder) - With special sensory symptom,"Special sensory symptom (eg, visual, olfactory, or hearing disturbance)",393,1,0,0,1,0,1
609,Ch9 - Somatic Symptom and Related Disorders,Factitious Disorder - Imposed on Self,Falsification of physical or psychological signs or symptoms,119,0,0,0,1,0,1
610,Ch9 - Somatic Symptom and Related Disorders,Factitious Disorder - Imposed on Self,"Induction of injury or disease, associated with identified deception",394,0,0,0,1,0,1
611,Ch9 - Somatic Symptom and Related Disorders,Factitious Disorder - Imposed on Self,"The individual presents himself or herself to others as ill, injured or impaired",395,0,0,0,1,0,1
612,Ch9 - Somatic Symptom and Related Disorders,Factitious Disorder - Imposed on Another (Previously Factitious Disorder by Proxy),"Falsification of physical or psychological signs or symptoms, in another, associated with identified deception",120,0,0,0,1,0,1
613,Ch9 - Somatic Symptom and Related Disorders,Factitious Disorder - Imposed on Another (Previously Factitious Disorder by Proxy),"Induction of injury or disease, in another, associated with identified deception",396,0,0,0,1,0,1
614,Ch9 - Somatic Symptom and Related Disorders,Factitious Disorder - Imposed on Another (Previously Factitious Disorder by Proxy),"The individual presents another individual (victim) to others as ill, impaired, or injured",121,0,0,0,1,0,1
615,Ch9 - Somatic Symptom and Related Disorders,Other Specified Somatic Symptom and Related Disorder - Pseudocyesis,A false belief of being pregnant associated with objective signs and reported symptoms of pregnancy,122,1,0,0,1,0,1
616,Ch10 - Feeding and Eating Disorders,Pica,"Persistent eating of nonnutritive, nonfood substances",397,0,0,0,1,0,1
617,Ch10 - Feeding and Eating Disorders,Rumination Disorder,Repeated regurgitation of food,123,0,0,0,1,0,1
618,Ch10 - Feeding and Eating Disorders,Rumination Disorder,"Regurgitated food may be re-chewed, re-swallowed, or spit out",398,0,0,0,1,0,1
619,Ch10 - Feeding and Eating Disorders,Avoidant/Restrictive Food Intake Disorder,Apparent lack of interest in eating or food,399,0,0,0,1,0,1
620,Ch10 - Feeding and Eating Disorders,Avoidant/Restrictive Food Intake Disorder,Avoidance based on the sensory characteristics of food,124,0,0,0,1,0,1
621,Ch10 - Feeding and Eating Disorders,Avoidant/Restrictive Food Intake Disorder,Concern about aversive consequences of eating,400,0,0,0,1,0,1
622,Ch10 - Feeding and Eating Disorders,Avoidant/Restrictive Food Intake Disorder,Significant weight loss,297,0,1,1,10,1,5
623,Ch10 - Feeding and Eating Disorders,Avoidant/Restrictive Food Intake Disorder,Dependence on enteral feeding,401,0,0,0,1,0,1
624,Ch10 - Feeding and Eating Disorders,Avoidant/Restrictive Food Intake Disorder,Dependence on oral nutritional supplements,611,0,0,0,1,0,1
625,Ch10 - Feeding and Eating Disorders,Anorexia Nervosa,Restriction of energy intake relative to requirements,407,0,1,1,2,0,1
626,Ch10 - Feeding and Eating Disorders,Anorexia Nervosa,"Significantly low body weight in the context of age, sex, developmental trajectory, and physical health",1116,0,0,0,1,0,1
627,Ch10 - Feeding and Eating Disorders,Anorexia Nervosa,Intense fear of gaining weight or becoming fat,402,0,0,0,1,0,1
628,Ch10 - Feeding and Eating Disorders,Anorexia Nervosa,Persistent behavior that interferes with weight gain,404,0,0,0,1,0,1
629,Ch10 - Feeding and Eating Disorders,Anorexia Nervosa,Disturbance in the way in which one’s body weight or shape is experienced,405,0,0,0,1,0,1
630,Ch10 - Feeding and Eating Disorders,Anorexia Nervosa,Undue influence of body weight or shape on self-evaluation,553,0,1,1,2,0,1
631,Ch10 - Feeding and Eating Disorders,Anorexia Nervosa,Persistent lack of recognition of the seriousness of the current low body weight,406,0,0,0,1,0,1
632,Ch10 - Feeding and Eating Disorders,Anorexia Nervosa - Restricting type,Dieting,407,1,1,1,2,0,1
633,Ch10 - Feeding and Eating Disorders,Anorexia Nervosa - Restricting type,Fasting,408,1,1,1,2,0,1
634,Ch10 - Feeding and Eating Disorders,Anorexia Nervosa - Restricting type,Excessive exercise,409,1,1,1,2,0,1
635,Ch10 - Feeding and Eating Disorders,Anorexia Nervosa - Binge-eating/purging type,Binge eating,410,1,1,1,3,0,1
636,Ch10 - Feeding and Eating Disorders,Anorexia Nervosa - Binge-eating/purging type,Self-induced vomiting (as purging behaviour),411,1,1,1,2,0,1
637,Ch10 - Feeding and Eating Disorders,Anorexia Nervosa - Binge-eating/purging type,"Misuse of laxatives, diuretics, or enemas (as purging behaviour)",125,1,1,1,2,0,1
638,Ch10 - Feeding and Eating Disorders,Bulimia Nervosa,Binge eating,410,0,1,1,3,0,1
639,Ch10 - Feeding and Eating Disorders,Bulimia Nervosa,Self-induced vomiting in order to prevent weight gain,411,0,1,1,2,0,1
640,Ch10 - Feeding and Eating Disorders,Bulimia Nervosa,"Misuse of laxatives, diuretics, or other medications in order to prevent weight gain",125,0,1,1,2,0,1
641,Ch10 - Feeding and Eating Disorders,Bulimia Nervosa,Inappropriate fasting in order to prevent weight gain,408,0,1,1,2,0,1
642,Ch10 - Feeding and Eating Disorders,Bulimia Nervosa,Inappropriate excessive exercise in order to prevent weight gain,409,0,1,1,2,0,1
643,Ch10 - Feeding and Eating Disorders,Bulimia Nervosa,Self-evaluation is unduly influenced by body shape and weight,553,0,1,1,2,0,1
644,Ch10 - Feeding and Eating Disorders,Binge-Eating Disorder,Binge eating,410,0,1,1,3,0,1
645,Ch10 - Feeding and Eating Disorders,Binge-Eating Disorder,"Eating much more rapidly than normal, during the binge eating episode",412,0,0,0,1,0,1
646,Ch10 - Feeding and Eating Disorders,Binge-Eating Disorder,"Eating until feeling uncomfortably full, during the binge eating episode",413,0,0,0,1,0,1
647,Ch10 - Feeding and Eating Disorders,Binge-Eating Disorder,"Eating large amounts of food when not feeling physically hungry, during the binge eating episode",565,0,0,0,1,0,1
648,Ch10 - Feeding and Eating Disorders,Binge-Eating Disorder,"Eating alone because of feeling embarrassed by how much one is eating, during the binge eating episode",414,0,0,0,1,0,1
649,Ch10 - Feeding and Eating Disorders,Binge-Eating Disorder,"Feeling disgusted, depressed, or very guilty with oneself about binge eating",554,0,0,0,1,0,1
650,Ch10 - Feeding and Eating Disorders,Other Specified Feeding or Eating Disorder - Night eating syndrome,Eating after awakening from sleep,415,1,0,0,1,0,1
651,Ch10 - Feeding and Eating Disorders,Other Specified Feeding or Eating Disorder - Night eating syndrome,Excessive food consumption after the evening meal,416,1,0,0,1,0,1
652,Ch11 - Elimination Disorders,Enuresis,"Repeated involuntary voiding of urine into bed or clothes, not due to incontinence during waking hours",417,0,0,0,1,0,1
653,Ch11 - Elimination Disorders,Enuresis,Repeated intentional voiding of urine into bed or clothes during waking hours ,418,0,0,0,1,0,1
654,Ch11 - Elimination Disorders,Encopresis,"Repeated passage of feces into inappropriate places (eg, clothing, floor), involuntarily, not due to incontinence",126,0,0,0,1,0,1
655,Ch11 - Elimination Disorders,Encopresis,"Repeated voluntary passage of feces into inappropriate places (eg, clothing, floor), not due to incontinence",623,0,0,0,1,0,1
656,Ch11 - Elimination Disorders,Encopresis - With constipation and overflow incontinence,Constipation,419,1,0,0,1,0,1
657,Ch12 - Sleep-Wake Disorders,Insomnia Disorder,Dissatisfaction with sleep quantity or quality,567,0,1,1,5,1,3
658,Ch12 - Sleep-Wake Disorders,Insomnia Disorder,"Difficulty initiating sleep or maintaining sleep, characterized by frequent awakenings or problems returning to sleep after awakenings (including early morning awakenings)",301,0,1,1,22,1,8
